,Prediction,NextId,Position
40362,t,-1,14
40348,t,-1,14
107,g,-1,9
125,g,-1,9
40124,t,-1,14
40138,t,-1,14
40152,t,-1,14
40166,t,-1,14
40180,t,-1,14
40194,t,-1,14
40208,t,-1,14
40096,t,-1,14
40222,t,-1,14
40236,t,-1,14
40250,t,-1,14
40264,t,-1,14
40278,t,-1,14
40292,t,-1,14
40306,t,-1,14
40320,t,-1,14
40334,t,-1,14
116,g,-1,9
38434,b,-1,3
38431,b,-1,3
38428,b,-1,3
36221,w,-1,5
36226,w,-1,5
575,g,-1,9
36231,w,-1,5
36236,w,-1,5
36241,w,-1,5
36246,w,-1,5
36251,w,-1,5
36262,d,-1,11
36273,d,-1,11
36284,d,-1,11
566,g,-1,9
36295,d,-1,11
36306,d,-1,11
36317,d,-1,11
36328,d,-1,11
36339,d,-1,11
36216,w,-1,5
36211,w,-1,5
36206,w,-1,5
36201,w,-1,5
36121,w,-1,5
36126,w,-1,5
36131,w,-1,5
36136,w,-1,5
36141,w,-1,5
36146,w,-1,5
593,g,-1,9
36151,w,-1,5
36350,d,-1,11
36156,w,-1,5
36166,w,-1,5
36171,w,-1,5
36176,w,-1,5
36181,w,-1,5
36186,w,-1,5
584,g,-1,9
36191,w,-1,5
36196,w,-1,5
36161,w,-1,5
36116,w,-1,5
36361,d,-1,11
557,g,-1,9
36603,d,-1,11
36614,d,-1,11
36625,d,-1,11
36636,d,-1,11
530,g,-1,9
36647,d,-1,11
36658,d,-1,11
36669,d,-1,11
36680,d,-1,11
36691,d,-1,11
36702,d,-1,11
36713,d,-1,11
36724,d,-1,11
521,g,-1,9
36735,d,-1,11
36746,d,-1,11
36757,d,-1,11
36592,d,-1,11
36581,d,-1,11
36570,d,-1,11
36559,d,-1,11
36383,d,-1,11
36394,d,-1,11
36405,d,-1,11
36416,d,-1,11
36427,d,-1,11
36438,d,-1,11
36449,d,-1,11
36460,d,-1,11
36372,d,-1,11
548,g,-1,9
36482,d,-1,11
36493,d,-1,11
36504,d,-1,11
36515,d,-1,11
36526,d,-1,11
36537,d,-1,11
36548,d,-1,11
539,g,-1,9
36471,d,-1,11
36768,d,-1,11
36111,w,-1,5
36106,w,-1,5
35836,w,-1,5
35841,w,-1,5
35846,w,-1,5
35851,w,-1,5
35856,w,-1,5
35861,w,-1,5
35866,w,-1,5
656,g,-1,9
35871,w,-1,5
35876,w,-1,5
35881,w,-1,5
35886,w,-1,5
35891,w,-1,5
35896,w,-1,5
35901,w,-1,5
35906,w,-1,5
647,g,-1,9
35831,w,-1,5
665,g,-1,9
35826,w,-1,5
35821,w,-1,5
35741,w,-1,5
35746,w,-1,5
683,g,-1,9
35751,w,-1,5
35756,w,-1,5
35761,w,-1,5
35766,w,-1,5
35771,w,-1,5
35911,w,-1,5
35776,w,-1,5
35786,w,-1,5
674,g,-1,9
35791,w,-1,5
35796,w,-1,5
35801,w,-1,5
35806,w,-1,5
35811,w,-1,5
35816,w,-1,5
35781,w,-1,5
602,g,-1,9
35916,w,-1,5
35926,w,-1,5
620,g,-1,9
36031,w,-1,5
36036,w,-1,5
36041,w,-1,5
36046,w,-1,5
36051,w,-1,5
36056,w,-1,5
36061,w,-1,5
36066,w,-1,5
611,g,-1,9
36071,w,-1,5
36076,w,-1,5
36081,w,-1,5
36086,w,-1,5
36091,w,-1,5
36096,w,-1,5
36101,w,-1,5
36026,w,-1,5
36021,w,-1,5
36016,w,-1,5
36011,w,-1,5
35931,w,-1,5
35936,w,-1,5
35941,w,-1,5
35946,w,-1,5
638,g,-1,9
35951,w,-1,5
35956,w,-1,5
35961,w,-1,5
35921,w,-1,5
35966,w,-1,5
35976,w,-1,5
35981,w,-1,5
35986,w,-1,5
629,g,-1,9
35991,w,-1,5
35996,w,-1,5
36001,w,-1,5
36006,w,-1,5
35971,w,-1,5
36779,d,-1,11
36790,d,-1,11
36801,d,-1,11
404,g,-1,9
37979,d,-1,13
37992,d,-1,13
38005,d,-1,13
38018,d,-1,13
38031,d,-1,13
38044,d,-1,13
38057,d,-1,13
38070,d,-1,13
395,g,-1,9
38083,d,-1,13
38096,d,-1,13
38109,d,-1,13
38122,d,-1,13
38135,d,-1,13
38148,d,-1,13
38161,d,-1,13
37966,d,-1,13
37953,d,-1,13
37940,d,-1,13
37927,d,-1,13
37719,d,-1,13
37732,d,-1,13
37745,d,-1,13
37758,d,-1,13
422,g,-1,9
37771,d,-1,13
37784,d,-1,13
37797,d,-1,13
38174,d,-1,13
37810,d,-1,13
37836,d,-1,13
37849,d,-1,13
37862,d,-1,13
413,g,-1,9
37875,d,-1,13
37888,d,-1,13
37901,d,-1,13
37914,d,-1,13
37823,d,-1,13
37706,d,-1,13
386,g,-1,9
38200,d,-1,13
38383,b,-1,3
38386,b,-1,3
359,g,-1,9
38389,b,-1,3
38392,b,-1,3
38395,b,-1,3
38398,b,-1,3
38401,b,-1,3
38404,b,-1,3
38407,b,-1,3
38410,b,-1,3
350,g,-1,9
38413,b,-1,3
38416,b,-1,3
38419,b,-1,3
38422,b,-1,3
38425,b,-1,3
38380,b,-1,3
38377,b,-1,3
38374,b,-1,3
38371,b,-1,3
38213,d,-1,13
38226,d,-1,13
38239,d,-1,13
38252,d,-1,13
38265,d,-1,13
38278,d,-1,13
377,g,-1,9
38291,d,-1,13
38187,d,-1,13
38304,d,-1,13
38330,d,-1,13
38343,d,-1,13
38356,d,-1,13
38359,b,-1,3
38362,b,-1,3
368,g,-1,9
38365,b,-1,3
38368,b,-1,3
38317,d,-1,13
37693,d,-1,13
37680,d,-1,13
37667,d,-1,13
37021,d,-1,11
37032,d,-1,11
37043,d,-1,11
37054,d,-1,11
37065,d,-1,11
37076,d,-1,11
485,g,-1,9
37087,d,-1,11
37098,d,-1,11
37109,d,-1,11
37120,d,-1,11
37131,d,-1,11
37142,d,-1,11
37153,d,-1,11
37164,d,-1,11
476,g,-1,9
37175,d,-1,11
37010,d,-1,11
36999,d,-1,11
494,g,-1,9
36988,d,-1,11
36812,d,-1,11
512,g,-1,9
36823,d,-1,11
36834,d,-1,11
36845,d,-1,11
36856,d,-1,11
36867,d,-1,11
36878,d,-1,11
37186,d,-1,11
36889,d,-1,11
503,g,-1,9
36911,d,-1,11
36922,d,-1,11
36933,d,-1,11
36944,d,-1,11
36955,d,-1,11
36966,d,-1,11
36977,d,-1,11
36900,d,-1,11
37197,d,-1,11
37208,d,-1,11
37219,d,-1,11
37459,d,-1,13
37472,d,-1,13
37485,d,-1,13
37498,d,-1,13
37511,d,-1,13
37524,d,-1,13
37537,d,-1,13
37550,d,-1,13
449,g,-1,9
440,g,-1,9
37576,d,-1,13
37589,d,-1,13
37602,d,-1,13
37615,d,-1,13
37628,d,-1,13
37641,d,-1,13
37654,d,-1,13
431,g,-1,9
37563,d,-1,13
35731,w,-1,5
37446,d,-1,13
37420,d,-1,13
37230,d,-1,11
37241,d,-1,11
37252,d,-1,11
467,g,-1,9
37263,d,-1,11
37274,d,-1,11
37285,d,-1,11
37296,d,-1,11
37433,d,-1,13
37307,d,-1,11
37329,d,-1,11
37342,d,-1,13
458,g,-1,9
37355,d,-1,13
37368,d,-1,13
37381,d,-1,13
37394,d,-1,13
37407,d,-1,13
37318,d,-1,11
31429,d,-1,9
31420,d,-1,9
31411,d,-1,9
23499,o,-1,3
2299,c,-1,7
23502,o,-1,3
23509,g,-1,7
23516,g,-1,7
23523,g,-1,7
23530,g,-1,7
23537,g,-1,7
2292,c,-1,7
23544,g,-1,7
23551,g,-1,7
23558,g,-1,7
23565,g,-1,7
23572,g,-1,7
23579,g,-1,7
2285,c,-1,7
23586,g,-1,7
23496,o,-1,3
23493,o,-1,3
23490,o,-1,3
23487,o,-1,3
23442,o,-1,3
23445,o,-1,3
2320,c,-1,7
23448,o,-1,3
23451,o,-1,3
23454,o,-1,3
23457,o,-1,3
23460,o,-1,3
23593,g,-1,7
23463,o,-1,3
23466,o,-1,3
23469,o,-1,3
23472,o,-1,3
23475,o,-1,3
23478,o,-1,3
23481,o,-1,3
2306,c,-1,7
23484,o,-1,3
2313,c,-1,7
23439,o,-1,3
23600,g,-1,7
23614,g,-1,7
2257,c,-1,7
23754,g,-1,7
23761,g,-1,7
23768,g,-1,7
23775,g,-1,7
23782,g,-1,7
23789,g,-1,7
2250,c,-1,7
23796,g,-1,7
23803,g,-1,7
23810,g,-1,7
23817,g,-1,7
23824,g,-1,7
23831,g,-1,7
2243,c,-1,7
23838,g,-1,7
23845,g,-1,7
23747,g,-1,7
23740,g,-1,7
23733,g,-1,7
23726,g,-1,7
23621,g,-1,7
2278,c,-1,7
23628,g,-1,7
23635,g,-1,7
23642,g,-1,7
23649,g,-1,7
23656,g,-1,7
23663,g,-1,7
23607,g,-1,7
2271,c,-1,7
23677,g,-1,7
23684,g,-1,7
23691,g,-1,7
23698,g,-1,7
23705,g,-1,7
2264,c,-1,7
23712,g,-1,7
23719,g,-1,7
23670,g,-1,7
23852,g,-1,7
23436,o,-1,3
23430,o,-1,3
23277,o,-1,3
23280,o,-1,3
23283,o,-1,3
2383,c,-1,7
23286,o,-1,3
23289,o,-1,3
23292,o,-1,3
23295,o,-1,3
23298,o,-1,3
23301,o,-1,3
2376,c,-1,7
23304,o,-1,3
23307,o,-1,3
23310,o,-1,3
23313,o,-1,3
23316,o,-1,3
23319,o,-1,3
23274,o,-1,3
23271,o,-1,3
23268,o,-1,3
2390,c,-1,7
23220,o,-1,3
23223,o,-1,3
23226,o,-1,3
23229,o,-1,3
2404,c,-1,7
23232,o,-1,3
23235,o,-1,3
23238,o,-1,3
2369,c,-1,7
23241,o,-1,3
23247,o,-1,3
2397,c,-1,7
23250,o,-1,3
23253,o,-1,3
23256,o,-1,3
23259,o,-1,3
23262,o,-1,3
23265,o,-1,3
23244,o,-1,3
23433,o,-1,3
23322,o,-1,3
23328,o,-1,3
23388,o,-1,3
23391,o,-1,3
2341,c,-1,7
23394,o,-1,3
23397,o,-1,3
23400,o,-1,3
23403,o,-1,3
23406,o,-1,3
23409,o,-1,3
2334,c,-1,7
23412,o,-1,3
23415,o,-1,3
23418,o,-1,3
23421,o,-1,3
23424,o,-1,3
23427,o,-1,3
2327,c,-1,7
23385,o,-1,3
23382,o,-1,3
23379,o,-1,3
23376,o,-1,3
23331,o,-1,3
23334,o,-1,3
23337,o,-1,3
2362,c,-1,7
23340,o,-1,3
23343,o,-1,3
23346,o,-1,3
23349,o,-1,3
23325,o,-1,3
23352,o,-1,3
2355,c,-1,7
23358,o,-1,3
23361,o,-1,3
23364,o,-1,3
23367,o,-1,3
23370,o,-1,3
23373,o,-1,3
2348,c,-1,7
23355,o,-1,3
23217,o,-1,3
23859,g,-1,7
23873,g,-1,7
24716,y,-1,13
24729,y,-1,13
24742,y,-1,13
24755,y,-1,13
2124,c,-1,7
24768,y,-1,13
24781,y,-1,13
24794,y,-1,13
24807,y,-1,13
24820,y,-1,13
24833,y,-1,13
2117,c,-1,7
24846,y,-1,13
24859,y,-1,13
24872,y,-1,13
24885,y,-1,13
24898,y,-1,13
24703,y,-1,13
24690,y,-1,13
2131,c,-1,7
24677,y,-1,13
24469,y,-1,13
24482,y,-1,13
24495,y,-1,13
24508,y,-1,13
24521,y,-1,13
2145,c,-1,7
24534,y,-1,13
24547,y,-1,13
24911,y,-1,13
24560,y,-1,13
24586,y,-1,13
24599,y,-1,13
2138,c,-1,7
24612,y,-1,13
24625,y,-1,13
24638,y,-1,13
24651,y,-1,13
24664,y,-1,13
24573,y,-1,13
24456,y,-1,13
2110,c,-1,7
24937,y,-1,13
25197,y,-1,13
25210,y,-1,13
25223,y,-1,13
2082,c,-1,7
25236,y,-1,13
25249,y,-1,13
25262,y,-1,13
25275,y,-1,13
25288,y,-1,13
25301,y,-1,13
2075,c,-1,7
25314,y,-1,13
25327,y,-1,13
25340,y,-1,13
25353,y,-1,13
25366,y,-1,13
25379,y,-1,13
25184,y,-1,13
25171,y,-1,13
25158,y,-1,13
2089,c,-1,7
24950,y,-1,13
24963,y,-1,13
24976,y,-1,13
24989,y,-1,13
2103,c,-1,7
25002,y,-1,13
25015,y,-1,13
25028,y,-1,13
24924,y,-1,13
25041,y,-1,13
25067,y,-1,13
2096,c,-1,7
25080,y,-1,13
25093,y,-1,13
25106,y,-1,13
25119,y,-1,13
25132,y,-1,13
25145,y,-1,13
25054,y,-1,13
23866,g,-1,7
2152,c,-1,7
24430,y,-1,13
24006,g,-1,7
24013,g,-1,7
24020,g,-1,7
24027,g,-1,7
24034,g,-1,7
24041,g,-1,7
2208,c,-1,7
24048,g,-1,7
24055,g,-1,7
24062,g,-1,7
24069,g,-1,7
24076,g,-1,7
24083,g,-1,7
2201,c,-1,7
24090,g,-1,7
24097,g,-1,7
24104,g,-1,7
2215,c,-1,7
23999,g,-1,7
23992,g,-1,7
23985,g,-1,7
2236,c,-1,7
23880,g,-1,7
23887,g,-1,7
23894,g,-1,7
23901,g,-1,7
23908,g,-1,7
23915,g,-1,7
2229,c,-1,7
24111,g,-1,7
23922,g,-1,7
23936,g,-1,7
23943,g,-1,7
23950,g,-1,7
23957,g,-1,7
2222,c,-1,7
23964,g,-1,7
23971,g,-1,7
23978,g,-1,7
23929,g,-1,7
24443,y,-1,13
24118,g,-1,7
2194,c,-1,7
24265,g,-1,7
24272,g,-1,7
24279,g,-1,7
24286,g,-1,7
24293,g,-1,7
2166,c,-1,7
24300,g,-1,7
24313,y,-1,13
24326,y,-1,13
24339,y,-1,13
24352,y,-1,13
24365,y,-1,13
2159,c,-1,7
24378,y,-1,13
24391,y,-1,13
24404,y,-1,13
24417,y,-1,13
24258,g,-1,7
2173,c,-1,7
24251,g,-1,7
24244,g,-1,7
24132,g,-1,7
24139,g,-1,7
24146,g,-1,7
24153,g,-1,7
24160,g,-1,7
24167,g,-1,7
2187,c,-1,7
24174,g,-1,7
24125,g,-1,7
24181,g,-1,7
24195,g,-1,7
24202,g,-1,7
24209,g,-1,7
2180,c,-1,7
24216,g,-1,7
24223,g,-1,7
24230,g,-1,7
24237,g,-1,7
24188,g,-1,7
23214,o,-1,3
2411,c,-1,7
23211,o,-1,3
22110,s,-1,9
22119,s,-1,9
22128,s,-1,9
22137,s,-1,9
22146,s,-1,9
22155,s,-1,9
22164,s,-1,9
22173,s,-1,9
22182,s,-1,9
22191,s,-1,9
22200,s,-1,9
2634,y,-1,12
22209,s,-1,9
22218,s,-1,9
22227,s,-1,9
22236,s,-1,9
22245,s,-1,9
2646,y,-1,12
22101,s,-1,9
22092,s,-1,9
22083,s,-1,9
21930,g,-1,6
21939,s,-1,9
21948,s,-1,9
21957,s,-1,9
21966,s,-1,9
21975,s,-1,9
21984,s,-1,9
21993,s,-1,9
22254,s,-1,9
22002,s,-1,9
22011,s,-1,9
22020,s,-1,9
22029,s,-1,9
22038,s,-1,9
22047,s,-1,9
22056,s,-1,9
22065,s,-1,9
22074,s,-1,9
2658,y,-1,12
21924,g,-1,6
22263,s,-1,9
22281,s,-1,9
22470,s,-1,9
22479,s,-1,9
22488,s,-1,9
22497,s,-1,9
2598,y,-1,12
22506,s,-1,9
22515,s,-1,9
22524,s,-1,9
22533,s,-1,9
22542,s,-1,9
22551,s,-1,9
22560,s,-1,9
22569,s,-1,9
22578,s,-1,9
22587,s,-1,9
22596,s,-1,9
2586,y,-1,12
22461,s,-1,9
22452,s,-1,9
22443,s,-1,9
22434,s,-1,9
22290,s,-1,9
22299,s,-1,9
2622,y,-1,12
22308,s,-1,9
22317,s,-1,9
22326,s,-1,9
22335,s,-1,9
22344,s,-1,9
22272,s,-1,9
22353,s,-1,9
22371,s,-1,9
22380,s,-1,9
22389,s,-1,9
22398,s,-1,9
2610,y,-1,12
22407,s,-1,9
22416,s,-1,9
22425,s,-1,9
22362,s,-1,9
22605,s,-1,9
21918,g,-1,6
21912,g,-1,6
21582,g,-1,6
2730,y,-1,12
21588,g,-1,6
21594,g,-1,6
21600,g,-1,6
21606,g,-1,6
21612,g,-1,6
21618,g,-1,6
21624,g,-1,6
21630,g,-1,6
21636,g,-1,6
21642,g,-1,6
21648,g,-1,6
2718,y,-1,12
21654,g,-1,6
21660,g,-1,6
21666,g,-1,6
21576,g,-1,6
21570,g,-1,6
21564,g,-1,6
21558,g,-1,6
21456,g,-1,6
21462,g,-1,6
21468,g,-1,6
21474,g,-1,6
21480,g,-1,6
21486,g,-1,6
21492,g,-1,6
21498,g,-1,6
21672,g,-1,6
21504,g,-1,6
21516,g,-1,6
2742,y,-1,12
21522,g,-1,6
21528,g,-1,6
21534,g,-1,6
21540,g,-1,6
21546,g,-1,6
21552,g,-1,6
21510,g,-1,6
2670,y,-1,12
21678,g,-1,6
21690,g,-1,6
21816,g,-1,6
21822,g,-1,6
21828,g,-1,6
21834,g,-1,6
21840,g,-1,6
21846,g,-1,6
2682,y,-1,12
21852,g,-1,6
21858,g,-1,6
21864,g,-1,6
21870,g,-1,6
21876,g,-1,6
21882,g,-1,6
21888,g,-1,6
21894,g,-1,6
21900,g,-1,6
21906,g,-1,6
21810,g,-1,6
21804,g,-1,6
21798,g,-1,6
21792,g,-1,6
21696,g,-1,6
21702,g,-1,6
21708,g,-1,6
21714,g,-1,6
2706,y,-1,12
21720,g,-1,6
21726,g,-1,6
21732,g,-1,6
21684,g,-1,6
21738,g,-1,6
21750,g,-1,6
21756,g,-1,6
21762,g,-1,6
21768,g,-1,6
21774,g,-1,6
21780,g,-1,6
2694,y,-1,12
21786,g,-1,6
21744,g,-1,6
22614,s,-1,9
22623,s,-1,9
22632,s,-1,9
23055,z,-1,3
23058,z,-1,3
23061,z,-1,3
23064,z,-1,3
23067,z,-1,3
2467,c,-1,7
23070,z,-1,3
23073,z,-1,3
23076,z,-1,3
23079,z,-1,3
23082,z,-1,3
23085,z,-1,3
2460,c,-1,7
23088,z,-1,3
23091,z,-1,3
23094,z,-1,3
23097,z,-1,3
23052,z,-1,3
2474,c,-1,7
23049,z,-1,3
23046,z,-1,3
22998,z,-1,3
23001,z,-1,3
23004,z,-1,3
23007,z,-1,3
23010,z,-1,3
23013,z,-1,3
2488,c,-1,7
23016,z,-1,3
23100,z,-1,3
23019,z,-1,3
23025,z,-1,3
23028,z,-1,3
23031,z,-1,3
2481,c,-1,7
23034,z,-1,3
23037,z,-1,3
23040,z,-1,3
23043,z,-1,3
23022,z,-1,3
2495,c,-1,7
23103,z,-1,3
23106,z,-1,3
23166,z,-1,3
23169,z,-1,3
23172,z,-1,3
23175,z,-1,3
2425,c,-1,7
23178,o,-1,3
23181,o,-1,3
23184,o,-1,3
23187,o,-1,3
23190,o,-1,3
23193,o,-1,3
2418,c,-1,7
23196,o,-1,3
23199,o,-1,3
23202,o,-1,3
23205,o,-1,3
23208,o,-1,3
23163,z,-1,3
23160,z,-1,3
2432,c,-1,7
23157,z,-1,3
23109,z,-1,3
23112,z,-1,3
23115,z,-1,3
23118,z,-1,3
23121,z,-1,3
2446,c,-1,7
23124,z,-1,3
23127,z,-1,3
2453,c,-1,7
23130,z,-1,3
23136,z,-1,3
23139,z,-1,3
2439,c,-1,7
23142,z,-1,3
23145,z,-1,3
23148,z,-1,3
23151,z,-1,3
23154,z,-1,3
23133,z,-1,3
22995,z,-1,3
22992,z,-1,3
22989,z,-1,3
22821,s,-1,9
22824,z,-1,3
22827,z,-1,3
22830,z,-1,3
22833,z,-1,3
22836,z,-1,3
22839,z,-1,3
22842,z,-1,3
22845,z,-1,3
2550,y,-1,12
22848,z,-1,3
22851,z,-1,3
22854,z,-1,3
22857,z,-1,3
22860,z,-1,3
22863,z,-1,3
22866,z,-1,3
22812,s,-1,9
22803,s,-1,9
2562,y,-1,12
22794,s,-1,9
22641,s,-1,9
22650,s,-1,9
22659,s,-1,9
22668,s,-1,9
22677,s,-1,9
22686,s,-1,9
22695,s,-1,9
2574,y,-1,12
22869,z,-1,3
22704,s,-1,9
22722,s,-1,9
22731,s,-1,9
22740,s,-1,9
22749,s,-1,9
22758,s,-1,9
22767,s,-1,9
22776,s,-1,9
22785,s,-1,9
22713,s,-1,9
22872,z,-1,3
22875,z,-1,3
22878,z,-1,3
22941,z,-1,3
22944,z,-1,3
2514,y,-1,12
22947,z,-1,3
22950,z,-1,3
22953,z,-1,3
22956,z,-1,3
22959,z,-1,3
22938,z,-1,3
22962,z,-1,3
22968,z,-1,3
22971,z,-1,3
22974,z,-1,3
22977,z,-1,3
2502,c,-1,7
22980,z,-1,3
22983,z,-1,3
22986,z,-1,3
22965,z,-1,3
2068,c,-1,7
22935,z,-1,3
22929,z,-1,3
2538,y,-1,12
22881,z,-1,3
22884,z,-1,3
22887,z,-1,3
22890,z,-1,3
22893,z,-1,3
22896,z,-1,3
22899,z,-1,3
22932,z,-1,3
22902,z,-1,3
22908,z,-1,3
22911,z,-1,3
2526,y,-1,12
22914,z,-1,3
22917,z,-1,3
22920,z,-1,3
22923,z,-1,3
22926,z,-1,3
22905,z,-1,3
25392,y,-1,13
25405,y,-1,13
25418,y,-1,13
29271,y,-1,10
29281,y,-1,10
29291,y,-1,10
29301,y,-1,10
29311,y,-1,10
1606,s,-1,7
29321,y,-1,10
29331,y,-1,10
29341,y,-1,10
29351,y,-1,10
29361,y,-1,10
29371,y,-1,10
1599,s,-1,7
29381,y,-1,10
29391,y,-1,10
29401,y,-1,10
29411,y,-1,10
29261,y,-1,10
1613,s,-1,7
29251,y,-1,10
29241,y,-1,10
29081,y,-1,10
29091,y,-1,10
29101,y,-1,10
29111,y,-1,10
29121,y,-1,10
29131,y,-1,10
1627,s,-1,7
29141,y,-1,10
29421,y,-1,10
29151,y,-1,10
29171,y,-1,10
29181,y,-1,10
29191,y,-1,10
1620,s,-1,7
29201,y,-1,10
29211,y,-1,10
29221,y,-1,10
29231,y,-1,10
29161,y,-1,10
1634,s,-1,7
29431,y,-1,10
29441,y,-1,10
29641,y,-1,10
29651,y,-1,10
29661,y,-1,10
29671,y,-1,10
1564,s,-1,7
29681,y,-1,10
29691,y,-1,10
29701,y,-1,10
29711,y,-1,10
29721,y,-1,10
29731,y,-1,10
1557,s,-1,7
29741,y,-1,10
29751,y,-1,10
29761,y,-1,10
29771,y,-1,10
29781,y,-1,10
29631,y,-1,10
29621,y,-1,10
1571,s,-1,7
29611,y,-1,10
29451,y,-1,10
29461,y,-1,10
29471,y,-1,10
29481,y,-1,10
29491,y,-1,10
1585,s,-1,7
29501,y,-1,10
29511,y,-1,10
1592,s,-1,7
29521,y,-1,10
29541,y,-1,10
29551,y,-1,10
1578,s,-1,7
29561,y,-1,10
29571,y,-1,10
29581,y,-1,10
29591,y,-1,10
29601,y,-1,10
29531,y,-1,10
29791,y,-1,10
29071,y,-1,9
29053,y,-1,9
1697,c,-1,7
28594,y,-1,9
28603,y,-1,9
28612,y,-1,9
28621,y,-1,9
28630,y,-1,9
28639,y,-1,9
1690,c,-1,7
28648,y,-1,9
28657,y,-1,9
28666,y,-1,9
28675,y,-1,9
28684,y,-1,9
28693,y,-1,9
1683,c,-1,7
28702,y,-1,9
28711,y,-1,9
28585,y,-1,9
28576,y,-1,9
28567,y,-1,9
28558,y,-1,9
28423,y,-1,9
1718,c,-1,7
28432,y,-1,9
28441,y,-1,9
28450,y,-1,9
28459,y,-1,9
28468,y,-1,9
28477,y,-1,9
28720,y,-1,9
1711,c,-1,7
28495,y,-1,9
28504,y,-1,9
28513,y,-1,9
28522,y,-1,9
28531,y,-1,9
1704,c,-1,7
28540,y,-1,9
28549,y,-1,9
28486,y,-1,9
29062,y,-1,9
28729,y,-1,9
28747,y,-1,9
28918,y,-1,9
28927,y,-1,9
28936,y,-1,9
28945,y,-1,9
28954,y,-1,9
28963,y,-1,9
1648,c,-1,7
28972,y,-1,9
28981,y,-1,9
28990,y,-1,9
28999,y,-1,9
29008,y,-1,9
29017,y,-1,9
1641,c,-1,7
29026,y,-1,9
29035,y,-1,9
29044,y,-1,9
1655,c,-1,7
28909,y,-1,9
28900,y,-1,9
28891,y,-1,9
1676,c,-1,7
28756,y,-1,9
28765,y,-1,9
28774,y,-1,9
28783,y,-1,9
28792,y,-1,9
28801,y,-1,9
1669,c,-1,7
28738,y,-1,9
28810,y,-1,9
28828,y,-1,9
28837,y,-1,9
28846,y,-1,9
28855,y,-1,9
1662,c,-1,7
28864,y,-1,9
28873,y,-1,9
28882,y,-1,9
28819,y,-1,9
1550,s,-1,7
29801,y,-1,10
29811,y,-1,10
1438,s,-1,7
30931,n,-1,12
30943,n,-1,12
30955,n,-1,12
30967,n,-1,12
30979,n,-1,12
30991,n,-1,12
1431,s,-1,7
31003,n,-1,12
31015,n,-1,12
31024,d,-1,9
31033,d,-1,9
31042,d,-1,9
31051,d,-1,9
1424,s,-1,7
31060,d,-1,9
31069,d,-1,9
30919,n,-1,12
30907,n,-1,12
30895,n,-1,12
30883,n,-1,12
30703,n,-1,12
1459,s,-1,7
30715,n,-1,12
30727,n,-1,12
30739,n,-1,12
30751,n,-1,12
30763,n,-1,12
30775,n,-1,12
31078,d,-1,9
1452,s,-1,7
30799,n,-1,12
30811,n,-1,12
30823,n,-1,12
30835,n,-1,12
30847,n,-1,12
1445,s,-1,7
30859,n,-1,12
30871,n,-1,12
30787,n,-1,12
30691,n,-1,12
31087,d,-1,9
31105,d,-1,9
31276,d,-1,9
31285,d,-1,9
31294,d,-1,9
31303,d,-1,9
31312,d,-1,9
31321,d,-1,9
1389,s,-1,7
31330,d,-1,9
31339,d,-1,9
31348,d,-1,9
31357,d,-1,9
31366,d,-1,9
31375,d,-1,9
1382,s,-1,7
31384,d,-1,9
31393,d,-1,9
31402,d,-1,9
1396,s,-1,7
31267,d,-1,9
31258,d,-1,9
31249,d,-1,9
1417,s,-1,7
31114,d,-1,9
31123,d,-1,9
31132,d,-1,9
31141,d,-1,9
31150,d,-1,9
31159,d,-1,9
1410,s,-1,7
31096,d,-1,9
31168,d,-1,9
31186,d,-1,9
31195,d,-1,9
31204,d,-1,9
31213,d,-1,9
1403,s,-1,7
31222,d,-1,9
31231,d,-1,9
31240,d,-1,9
31177,d,-1,9
30679,n,-1,12
30667,n,-1,12
30655,n,-1,12
30031,n,-1,12
30043,n,-1,12
30055,n,-1,12
1522,s,-1,7
30067,n,-1,12
30079,n,-1,12
30091,n,-1,12
30103,n,-1,12
30115,n,-1,12
30127,n,-1,12
1515,s,-1,7
30139,n,-1,12
30151,n,-1,12
30163,n,-1,12
30175,n,-1,12
30187,n,-1,12
30199,n,-1,12
30019,n,-1,12
30007,n,-1,12
29995,n,-1,12
1529,s,-1,7
29821,y,-1,10
29831,y,-1,10
29841,y,-1,10
29851,y,-1,10
1543,s,-1,7
29861,y,-1,10
29871,y,-1,10
29881,y,-1,10
1508,s,-1,7
29891,y,-1,10
29911,y,-1,10
1536,s,-1,7
29923,n,-1,12
29935,n,-1,12
29947,n,-1,12
29959,n,-1,12
29971,n,-1,12
29983,n,-1,12
29901,y,-1,10
30211,n,-1,12
30223,n,-1,12
30235,n,-1,12
30475,n,-1,12
30487,n,-1,12
1480,s,-1,7
30499,n,-1,12
30511,n,-1,12
30523,n,-1,12
30535,n,-1,12
30547,n,-1,12
30463,n,-1,12
30559,n,-1,12
30571,n,-1,12
30583,n,-1,12
30595,n,-1,12
30607,n,-1,12
30619,n,-1,12
30631,n,-1,12
1466,s,-1,7
30643,n,-1,12
1473,s,-1,7
28414,y,-1,9
30451,n,-1,12
30427,n,-1,12
30247,n,-1,12
30259,n,-1,12
30271,n,-1,12
1501,s,-1,7
30283,n,-1,12
30295,n,-1,12
30307,n,-1,12
30319,n,-1,12
30439,n,-1,12
30331,n,-1,12
1494,s,-1,7
30355,n,-1,12
30367,n,-1,12
30379,n,-1,12
30391,n,-1,12
30403,n,-1,12
30415,n,-1,12
1487,s,-1,7
30343,n,-1,12
5528,g,-1,10
