,Prediction,NextId,Position
15650,i,19553,2
14674,o,18313,2
23054,z,28987,2
21113,i,26409,2
10110,a,12657,2
15680,v,19583,2
21038,i,26329,2
10152,a,12706,2
20958,i,26239,2
14654,o,18293,2
37309,s,46613,2
20963,i,26244,2
10229,a,12797,2
20968,i,26249,2
37298,s,46602,2
20973,i,26254,2
10222,a,12790,2
8712,x,10901,2
15728,v,19647,2
40938,c,51231,2
1650,l,2118,2
20978,i,26264,2
15720,v,19639,2
10215,a,12783,2
20983,i,26269,2
37287,s,46591,2
23060,z,28993,2
10236,a,12811,2
1643,l,2111,2
20953,i,26224,2
14000,a,17491,2
10264,a,12853,2
208,m,264,2
13992,a,17483,2
20928,i,26199,2
2231,l,2818,2
10257,a,12839,2
1636,l,2104,2
20933,i,26204,2
37331,d,46659,2
14008,a,17499,2
20938,i,26209,2
15744,v,19663,2
40924,c,51217,2
20943,i,26214,2
37320,s,46635,2
14644,o,18283,2
20948,i,26219,2
10243,a,12818,2
15736,v,19655,2
8709,x,10898,2
10250,a,12832,2
21058,i,26349,2
20988,i,26274,2
36038,a,45091,2
37254,s,46558,2
21028,i,26319,2
15696,v,19615,2
10173,a,12741,2
15688,v,19607,2
21033,i,26324,2
37243,s,46547,2
36043,a,45096,2
10166,a,12734,2
8721,x,10913,2
1671,l,2139,2
21043,i,26334,2
23057,z,28990,2
14024,a,17523,2
21048,i,26339,2
10159,a,12727,2
37232,s,46536,2
21053,i,26344,2
40966,c,51273,2
10180,a,12748,2
21023,i,26314,2
1664,l,2132,2
8718,x,10907,2
20993,i,26284,2
15712,v,19631,2
20998,i,26289,2
10201,a,12769,2
40952,c,51245,2
1657,l,2125,2
37276,s,46580,2
21003,i,26294,2
15704,v,19623,2
10208,a,12776,2
10194,a,12762,2
14514,o,18103,2
37265,s,46569,2
199,m,255,2
21013,i,26304,2
10187,a,12755,2
8715,x,10904,2
14016,a,17515,2
41624,c,52071,2
21018,i,26309,2
21008,i,26299,2
8736,x,10934,2
21168,i,26484,2
10075,a,12615,2
21328,i,26679,2
9927,w,12437,2
15566,i,19433,2
15560,i,19421,2
1762,l,2251,2
8760,x,10967,2
21333,i,26684,2
37001,s,46228,2
21338,c,26695,2
9918,w,12428,2
21344,c,26701,2
14104,a,17611,2
36990,s,46217,2
21350,c,26713,2
36063,a,45116,2
41078,c,51385,2
9909,w,12419,2
15554,i,19415,2
21356,c,26719,2
21323,i,26674,2
1769,l,2258,2
41064,c,51371,2
37012,s,46239,2
21283,i,26629,2
21288,i,26634,2
37034,s,46261,2
21293,i,26639,2
14694,o,18333,2
9954,w,12464,2
15578,i,19445,2
21298,i,26644,2
37023,s,46250,2
21303,i,26649,2
9945,w,12455,2
15572,i,19439,2
8757,x,10964,2
1755,l,2244,2
21308,i,26659,2
23045,z,28975,2
14096,a,17603,2
21313,i,26664,2
9936,w,12446,2
21318,i,26669,2
21362,c,26725,2
14704,o,18343,2
21368,c,26731,2
15536,i,19397,2
21416,c,26803,2
1783,l,2272,2
21422,c,26809,2
9864,w,12347,2
36946,s,46173,2
41092,c,51399,2
8769,x,10976,2
14120,a,17627,2
21428,c,26815,2
21434,c,26821,2
36935,s,46162,2
9855,w,12338,2
15530,i,19385,2
21440,c,26833,2
2203,l,2762,2
15524,i,19379,2
21446,c,26845,2
1790,l,2279,2
9873,w,12356,2
21410,c,26791,2
36068,a,45121,2
23042,z,28972,2
9900,w,12392,2
36979,s,46206,2
15548,i,19409,2
21374,c,26737,2
21380,c,26743,2
9891,w,12374,2
36968,s,46195,2
163,m,219,2
14112,a,17619,2
1748,l,2237,2
21386,c,26755,2
8763,x,10970,2
21392,c,26761,2
15542,i,19403,2
14494,o,18083,2
9882,w,12365,2
21398,c,26773,2
36957,s,46184,2
8766,x,10973,2
21404,c,26779,2
1776,l,2265,2
9963,a,12482,2
8754,x,10961,2
14088,a,17595,2
14504,o,18093,2
8742,x,10946,2
181,m,237,2
21188,i,26504,2
10040,a,12573,2
14064,a,17571,2
21193,i,26514,2
1720,l,2209,2
21198,i,26519,2
10033,a,12566,2
37111,s,46338,2
36053,a,45106,2
21203,i,26524,2
10026,a,12559,2
8745,x,10949,2
37100,s,46327,2
21208,i,26529,2
15614,i,19499,2
21213,i,26534,2
21183,i,26499,2
23051,z,28984,2
37122,s,46349,2
10047,a,12580,2
2217,l,2776,2
15632,i,19523,2
1706,l,2181,2
21153,i,26469,2
10068,a,12608,2
37144,s,46371,2
21158,i,26474,2
41610,c,52057,2
41008,c,51315,2
10019,a,12552,2
21163,i,26479,2
10061,a,12601,2
37133,s,46360,2
15626,i,19517,2
21173,i,26489,2
8739,x,10937,2
10054,a,12587,2
1713,l,2195,2
15620,i,19505,2
21178,i,26494,2
14056,a,17555,2
21148,i,26464,2
41022,c,51329,2
1727,l,2216,2
8751,x,10958,2
21253,i,26589,2
9984,a,12503,2
15590,i,19475,2
21258,i,26594,2
1741,l,2230,2
21263,i,26599,2
9977,a,12496,2
41050,c,51357,2
37056,s,46283,2
15584,i,19469,2
21268,i,26604,2
21273,i,26609,2
9970,a,12489,2
37045,s,46272,2
2210,l,2769,2
19,m,39,2
21278,i,26624,2
172,m,228,2
37067,s,46294,2
36058,a,45111,2
23048,z,28981,2
9991,a,12510,2
14072,a,17579,2
21218,i,26539,2
21223,i,26544,2
14684,o,18323,2
10012,a,12531,2
37089,s,46316,2
8748,x,10955,2
21228,i,26549,2
10005,a,12524,2
15608,i,19493,2
15602,i,19487,2
21233,i,26559,2
41036,c,51343,2
21238,i,26564,2
9998,a,12517,2
1734,l,2223,2
15596,i,19481,2
21243,i,26579,2
14080,a,17587,2
21248,i,26584,2
37078,s,46305,2
20923,i,26194,2
20903,i,26174,2
20918,i,26189,2
10572,a,13252,2
40784,c,51021,2
15952,v,19911,2
15944,v,19895,2
20624,f,25828,2
1517,b,1915,2
20627,f,25831,2
10565,a,13231,2
244,m,309,2
37695,d,47114,2
20630,f,25834,2
14584,o,18203,2
10558,a,13224,2
20633,f,25837,2
8655,x,10841,2
37682,d,47101,2
20636,f,25840,2
13896,a,17371,2
10551,a,13217,2
20621,f,25825,2
37708,d,47153,2
20618,f,25822,2
10579,a,13266,2
20600,f,25801,2
13880,a,17355,2
40770,k,51007,2
10600,a,13287,2
20603,f,25807,2
23081,z,29020,2
37734,d,47192,2
20606,f,25810,2
10593,a,13280,2
8658,x,10844,2
15968,v,19927,2
20609,f,25813,2
8652,x,10838,2
20612,f,25816,2
10586,a,13273,2
1510,b,1908,2
37721,d,47166,2
20615,f,25819,2
13888,a,17363,2
36008,a,45061,2
15960,v,19919,2
1503,b,1901,2
1524,b,1922,2
15936,v,19887,2
10516,a,13175,2
15912,v,19855,2
14534,o,18133,2
40812,c,51049,2
20663,f,25870,2
1538,b,1936,2
20666,f,25876,2
10509,a,13161,2
37630,d,47036,2
20669,f,25882,2
13912,a,17395,2
15904,v,19847,2
8664,x,10850,2
20672,f,25885,2
10502,a,13147,2
37617,d,47023,2
20675,f,25891,2
36013,a,45066,2
8667,x,10853,2
41652,c,52113,2
20660,f,25867,2
37643,d,47049,2
10523,a,13182,2
20642,f,25846,2
10544,a,13210,2
23078,z,29017,2
37669,d,47088,2
20645,f,25849,2
2252,l,2839,2
8661,x,10847,2
15928,v,19871,2
10537,a,13196,2
20639,f,25843,2
20648,f,25852,2
20651,f,25855,2
10530,a,13189,2
1531,b,1929,2
37656,d,47062,2
13904,a,17379,2
14594,o,18213,2
20654,f,25858,2
15920,v,19863,2
20657,f,25861,2
40798,c,51035,2
10495,a,13140,2
8649,x,10835,2
20597,f,25798,2
20540,f,25708,2
37838,d,47309,2
10684,a,13385,2
16024,v,19999,2
20543,f,25711,2
13856,a,17323,2
20546,f,25714,2
35998,a,45051,2
10677,a,13378,2
8637,x,10823,2
1475,b,1866,2
20549,f,25717,2
37825,d,47296,2
8640,x,10826,2
20552,f,25723,2
10670,a,13371,2
16016,v,19983,2
23084,z,29023,2
14574,o,18183,2
14564,o,18163,2
40728,k,50965,2
10691,a,13392,2
20537,f,25705,2
20516,f,25681,2
1461,b,1852,2
20519,f,25684,2
16040,v,20015,2
20522,f,25687,2
10709,v,13410,2
37864,d,47348,2
262,m,336,2
20525,f,25690,2
20555,f,25726,2
13848,a,17315,2
20531,f,25699,2
23087,z,29026,2
10698,v,13399,2
8634,x,10820,2
1468,b,1859,2
16032,v,20007,2
20534,f,25702,2
1,m,3,2
37851,d,47335,2
20528,f,25693,2
10607,a,13294,2
37812,d,47283,2
40742,k,50979,2
37773,d,47231,2
20582,f,25777,2
10628,a,13322,2
13872,a,17347,2
2259,l,2846,2
20585,f,25780,2
1496,b,1894,2
10621,a,13315,2
41666,c,52127,2
8646,x,10832,2
20588,f,25783,2
36003,a,45056,2
37760,d,47218,2
20591,f,25789,2
10614,a,13301,2
15984,v,19943,2
15976,v,19935,2
20594,f,25792,2
37747,d,47205,2
253,m,318,2
20579,f,25774,2
14544,o,18143,2
10635,a,13329,2
20558,f,25729,2
1482,b,1873,2
20561,f,25735,2
10656,a,13357,2
16008,v,19975,2
13864,a,17339,2
20564,f,25741,2
37799,d,47270,2
20567,f,25747,2
10663,a,13364,2
10649,a,13343,2
20570,f,25753,2
40756,k,50993,2
10642,a,13336,2
1489,b,1887,2
15992,v,19951,2
8643,x,10829,2
20573,f,25762,2
37786,d,47257,2
20576,f,25765,2
16000,v,19967,2
1545,b,1943,2
20678,f,25894,2
15896,v,19839,2
20823,i,26079,2
20828,i,26084,2
10341,a,12944,2
8691,x,10877,2
37435,d,46789,2
217,m,273,2
13968,a,17451,2
20833,i,26089,2
20838,i,26094,2
10334,a,12937,2
37422,d,46776,2
10,m,12,2
20843,i,26104,2
1608,b,2020,2
8694,x,10880,2
23066,z,28999,2
20848,i,26109,2
10327,a,12930,2
15792,v,19711,2
1601,b,2013,2
10348,a,12951,2
15800,v,19719,2
15808,v,19727,2
37474,d,46841,2
15824,v,19743,2
20793,i,26034,2
10369,a,12972,2
15816,v,19735,2
20798,i,26039,2
8688,x,10874,2
1594,b,2006,2
20803,i,26044,2
20853,i,26114,2
10362,a,12965,2
14524,o,18123,2
13960,a,17443,2
2238,l,2825,2
20808,i,26049,2
20813,i,26054,2
10355,a,12958,2
37448,d,46815,2
40882,c,51161,2
20818,i,26069,2
37461,d,46828,2
10376,a,12979,2
37409,d,46763,2
36028,a,45081,2
20893,i,26159,2
37370,d,46724,2
8700,x,10886,2
20898,i,26164,2
10285,a,12874,2
13984,a,17475,2
21452,c,26851,2
37357,d,46711,2
36033,a,45086,2
10278,a,12867,2
15760,v,19679,2
20908,i,26179,2
8703,x,10889,2
1629,b,2076,2
20913,i,26184,2
23063,z,28996,2
8706,x,10895,2
10271,a,12860,2
15752,v,19671,2
40910,c,51203,2
1622,b,2069,2
10292,a,12881,2
20888,i,26154,2
15784,v,19703,2
20858,i,26124,2
20863,i,26129,2
10313,a,12916,2
40896,c,51175,2
1615,b,2055,2
13976,a,17459,2
20868,i,26134,2
37396,d,46750,2
10320,a,12923,2
20873,i,26139,2
10306,a,12895,2
15776,v,19695,2
20878,i,26144,2
37383,d,46737,2
41638,c,52099,2
10299,a,12888,2
14634,o,18273,2
20883,i,26149,2
15768,v,19687,2
8697,x,10883,2
40868,c,51147,2
20788,i,26029,2
20783,i,26019,2
10460,a,13091,2
13928,a,17411,2
36018,a,45071,2
1559,b,1971,2
8673,x,10859,2
20705,f,25933,2
10453,a,13084,2
37565,d,46958,2
20708,f,25936,2
15872,v,19799,2
20711,f,25939,2
10446,a,13077,2
40840,c,51091,2
37552,d,46945,2
20714,f,25942,2
2245,l,2832,2
15864,v,19791,2
20717,f,25945,2
8676,x,10862,2
20702,f,25927,2
15880,v,19815,2
20699,f,25924,2
37578,d,46984,2
20681,f,25900,2
10488,a,13126,2
235,m,300,2
37604,d,47010,2
20684,f,25906,2
13920,a,17403,2
20687,f,25909,2
10481,a,13119,2
23075,z,29014,2
10439,a,13070,2
20690,f,25912,2
1552,b,1957,2
8670,x,10856,2
10474,a,13105,2
37591,d,46997,2
20693,f,25915,2
14604,o,18233,2
20696,f,25921,2
10467,a,13098,2
40826,c,51063,2
15888,v,19823,2
1566,b,1978,2
13936,a,17419,2
20720,f,25951,2
8682,x,10868,2
36023,a,45076,2
1580,b,1992,2
20758,i,25994,2
15840,v,19767,2
20763,i,25999,2
10397,a,13014,2
37500,d,46880,2
15832,v,19751,2
13944,a,17427,2
20768,i,26004,2
37487,d,46854,2
14624,o,18253,2
20773,i,26009,2
8685,x,10871,2
20778,i,26014,2
10383,a,12986,2
23069,z,29005,2
1587,b,1999,2
13952,a,17435,2
10390,a,13000,2
37344,d,46685,2
10404,a,13028,2
226,m,291,2
10432,a,13056,2
37539,d,46932,2
20723,i,25959,2
23072,z,29008,2
15856,v,19783,2
20728,i,25964,2
10425,a,13049,2
14614,o,18243,2
20733,i,25969,2
20753,i,25989,2
1573,b,1985,2
10418,a,13042,2
8679,x,10865,2
40854,c,51119,2
37526,d,46919,2
15848,v,19775,2
20743,i,25979,2
10411,a,13035,2
37513,d,46893,2
20748,i,25984,2
20738,i,25974,2
41596,c,52043,2
21482,c,26887,2
36924,s,46151,2
14324,o,17873,2
22652,c,28441,2
15154,o,18903,2
82,m,120,2
22661,c,28450,2
9225,w,11582,2
36123,a,45181,2
2021,l,2531,2
22670,c,28459,2
36319,s,45392,2
22679,c,28468,2
15144,o,18893,2
9216,w,11573,2
22688,c,28486,2
36308,s,45381,2
22697,c,28495,2
8874,x,11126,2
14334,o,17883,2
9207,w,11564,2
41372,c,51721,2
23006,z,28930,2
22643,c,28423,2
9234,w,11591,2
15184,o,18943,2
22580,c,28360,2
8868,x,11114,2
22589,c,28369,2
36352,s,45436,2
15174,o,18933,2
22598,c,28378,2
9252,w,11618,2
37,m,57,2
22607,c,28387,2
8871,x,11123,2
22616,c,28396,2
14824,o,18483,2
9243,w,11609,2
2014,l,2524,2
36341,s,45425,2
22625,c,28405,2
15164,o,18913,2
22634,c,28414,2
36330,s,45403,2
2028,l,2552,2
22706,c,28513,2
8877,x,11129,2
14344,o,17893,2
9171,w,11501,2
15104,o,18833,2
2042,l,2573,2
22796,c,28666,2
22805,c,28675,2
9162,w,11492,2
14834,o,18503,2
36264,s,45337,2
15094,o,18823,2
22814,c,28693,2
8883,x,11135,2
22823,z,28702,2
36253,s,45326,2
15084,o,18803,2
9153,w,11474,2
73,m,111,2
22826,z,28705,2
2049,l,2580,2
22787,c,28657,2
41400,c,51749,2
22778,c,28648,2
36275,s,45348,2
15134,o,18883,2
22715,c,28522,2
22724,c,28567,2
9198,w,11546,2
36297,s,45370,2
41540,c,51945,2
41386,c,51735,2
2154,l,2699,2
22733,c,28576,2
9261,w,11627,2
22742,c,28585,2
15124,o,18853,2
15114,o,18843,2
2035,l,2566,2
22751,c,28603,2
36286,s,45359,2
22760,c,28630,2
8880,x,11132,2
9180,w,11510,2
22769,c,28639,2
9189,w,11519,2
2007,l,2517,2
14314,o,17863,2
22571,c,28351,2
22382,c,28135,2
15264,o,19043,2
9342,w,11717,2
15254,o,19033,2
22391,c,28144,2
36113,a,45166,2
1979,l,2489,2
22400,c,28153,2
22409,c,28171,2
9333,w,11708,2
36429,s,45579,2
8856,x,11099,2
22418,c,28180,2
15244,o,19023,2
22427,c,28189,2
9324,w,11699,2
36418,s,45546,2
23012,z,28936,2
41330,c,51679,2
14284,o,17833,2
36440,s,45590,2
8853,x,11096,2
22373,c,28117,2
2168,l,2720,2
41554,c,51973,2
15284,o,19083,2
22319,c,28045,2
9369,w,11762,2
8850,x,11093,2
36462,s,45612,2
22328,c,28054,2
14794,o,18453,2
14804,o,18463,2
22337,c,28063,2
100,m,147,2
9360,w,11744,2
15274,o,19053,2
1972,l,2482,2
22355,c,28090,2
36451,s,45601,2
22364,c,28099,2
9351,w,11726,2
41316,c,51665,2
22346,c,28072,2
22829,z,28708,2
22436,c,28198,2
14294,o,17843,2
9288,w,11663,2
14454,o,18043,2
15214,o,18973,2
22517,c,28279,2
2161,l,2713,2
22526,c,28288,2
8865,x,11111,2
22535,c,28306,2
15204,o,18963,2
9279,w,11645,2
36374,s,45491,2
22544,c,28315,2
15194,o,18953,2
23009,z,28933,2
22553,c,28324,2
9270,w,11636,2
36363,s,45469,2
22562,c,28342,2
41358,c,51707,2
36385,s,45502,2
14304,o,17853,2
22508,c,28270,2
8862,x,11108,2
22445,c,28207,2
15234,o,19003,2
9315,w,11690,2
22454,c,28216,2
8859,x,11102,2
36407,s,45535,2
22463,c,28225,2
14814,o,18473,2
22472,c,28234,2
1986,l,2496,2
9306,w,11681,2
22481,c,28243,2
36118,a,45171,2
1993,l,2503,2
41344,c,51693,2
22490,c,28252,2
9297,w,11672,2
36396,s,45524,2
91,m,138,2
22499,c,28261,2
15224,o,18983,2
14354,o,17903,2
22832,z,28711,2
23003,z,28927,2
8910,x,11168,2
14404,o,17983,2
2105,l,2650,2
22946,z,28861,2
22949,z,28864,2
36183,a,45246,2
8991,w,11276,2
14944,o,18643,2
22994,z,28918,2
22952,z,28867,2
22955,z,28873,2
36178,a,45241,2
2140,l,2685,2
22958,z,28876,2
8913,x,11171,2
8982,w,11267,2
14934,o,18633,2
2112,l,2657,2
22961,z,28879,2
9000,w,11285,2
22943,z,28858,2
14864,o,18563,2
55,m,75,2
9027,w,11321,2
14394,o,17973,2
36198,a,45261,2
8907,x,11165,2
14974,o,18683,2
22925,z,28837,2
22928,z,28840,2
41470,c,51833,2
9018,w,11303,2
41484,c,51847,2
2098,l,2643,2
14964,o,18673,2
36193,a,45256,2
22934,z,28849,2
36143,a,45201,2
14954,o,18663,2
22937,z,28852,2
9009,w,11294,2
36188,a,45251,2
22940,z,28855,2
22931,z,28843,2
22922,z,28834,2
22964,z,28882,2
14924,o,18623,2
36148,a,45206,2
14424,o,18013,2
8922,x,11183,2
8943,x,11207,2
2126,l,2671,2
14894,o,18593,2
8940,x,11204,2
36158,a,45216,2
22985,z,28909,2
8937,x,11201,2
46,m,66,2
8934,x,11195,2
36153,a,45211,2
14884,o,18583,2
8931,x,11192,2
14874,o,18573,2
22988,z,28912,2
8928,x,11189,2
2133,l,2678,2
8946,x,11210,2
22991,z,28915,2
22982,z,28906,2
14904,o,18603,2
36173,a,45231,2
22967,z,28885,2
14414,o,17993,2
22970,z,28894,2
8916,x,11177,2
8964,w,11240,2
14914,o,18613,2
14434,o,18023,2
22973,z,28897,2
8973,w,11258,2
2119,l,2664,2
36168,a,45226,2
41512,c,51875,2
22979,z,28903,2
8919,x,11180,2
8955,w,11222,2
41498,c,51861,2
8952,x,11219,2
36163,a,45221,2
8949,x,11213,2
22976,z,28900,2
15294,o,19113,2
22919,z,28831,2
9036,w,11330,2
41428,c,51791,2
22856,z,28741,2
2063,l,2594,2
8892,x,11147,2
22859,z,28744,2
9108,w,11411,2
36233,a,45306,2
22862,z,28747,2
15044,o,18763,2
23000,z,28924,2
22865,z,28750,2
9099,w,11402,2
15034,o,18753,2
36228,a,45301,2
22868,z,28753,2
8895,x,11150,2
22871,z,28756,2
2070,l,2601,2
22874,z,28762,2
15054,o,18773,2
14364,o,17923,2
9117,w,11420,2
22853,z,28738,2
36128,a,45186,2
9144,w,11465,2
36248,a,45321,2
8886,x,11141,2
22835,z,28714,2
22838,z,28717,2
9135,w,11456,2
15074,o,18793,2
41414,c,51777,2
9090,w,11393,2
22841,z,28723,2
22844,z,28729,2
36243,a,45316,2
8889,x,11144,2
15064,o,18783,2
9126,w,11429,2
36133,a,45191,2
22847,z,28732,2
22850,z,28735,2
36238,a,45311,2
2056,l,2587,2
2091,l,2636,2
14444,o,18033,2
41442,c,51805,2
22898,z,28798,2
14384,o,17963,2
22901,z,28801,2
36138,a,45196,2
9054,w,11348,2
2084,l,2622,2
22904,z,28807,2
36208,a,45276,2
14854,o,18533,2
22907,z,28816,2
8904,x,11162,2
9045,w,11339,2
14994,o,18713,2
22910,z,28822,2
36203,a,45271,2
22913,z,28825,2
41456,c,51819,2
14984,o,18693,2
22916,z,28828,2
22997,z,28921,2
15004,o,18723,2
36213,a,45281,2
8901,x,11156,2
36223,a,45296,2
22880,z,28768,2
2147,l,2692,2
14844,o,18513,2
14374,o,17953,2
9081,w,11375,2
15024,o,18743,2
22883,z,28771,2
64,m,102,2
22877,z,28765,2
22886,z,28774,2
9072,w,11366,2
15014,o,18733,2
36218,a,45286,2
22889,z,28780,2
8898,x,11153,2
22892,z,28789,2
41526,c,51917,2
22895,z,28792,2
9063,w,11357,2
2077,l,2608,2
22310,c,28027,2
1965,l,2475,2
14274,o,17823,2
36781,s,45986,2
9693,w,12158,2
15452,i,19283,2
36083,a,45136,2
21692,c,27163,2
21698,c,27169,2
36770,s,45975,2
21704,c,27175,2
9684,w,12149,2
14176,a,17691,2
41176,c,51511,2
8799,x,11027,2
21710,c,27181,2
1853,l,2342,2
21716,c,27187,2
9675,w,12140,2
2189,l,2748,2
36759,s,45953,2
21722,c,27193,2
21686,c,27151,2
1846,l,2335,2
21680,c,27145,2
15458,i,19289,2
21638,c,27079,2
21644,c,27085,2
36803,s,46019,2
9720,w,12185,2
15470,i,19301,2
15464,i,19295,2
21650,c,27091,2
23033,z,28960,2
1839,l,2328,2
15446,i,19277,2
21656,c,27097,2
14168,a,17683,2
21662,c,27115,2
9711,w,12176,2
36792,s,45997,2
8796,x,11021,2
21668,c,27127,2
41162,c,51483,2
21674,c,27139,2
9702,w,12167,2
41582,c,52029,2
8793,x,11015,2
15440,i,19271,2
21728,c,27199,2
21782,c,27277,2
21788,c,27283,2
9630,w,12095,2
36715,s,45909,2
36088,a,45141,2
21794,c,27289,2
14192,a,17715,2
15422,i,19247,2
21800,c,27295,2
8808,x,11036,2
8811,x,11039,2
9621,w,12086,2
1874,l,2370,2
21806,c,27301,2
23027,z,28954,2
36704,s,45898,2
21812,c,27307,2
15416,i,19241,2
9612,w,12077,2
41190,c,51525,2
21776,c,27271,2
36726,s,45920,2
9639,w,12104,2
9666,w,12131,2
36748,s,45942,2
21734,c,27205,2
136,m,192,2
14184,a,17707,2
21740,c,27211,2
1860,l,2349,2
21746,c,27217,2
9657,w,12122,2
8802,x,11030,2
23030,z,28957,2
36737,s,45931,2
15434,i,19265,2
21758,c,27235,2
9648,w,12113,2
14744,o,18403,2
21764,c,27259,2
8805,x,11033,2
1867,l,2363,2
15428,i,19259,2
21752,c,27229,2
41204,c,51539,2
36814,s,46030,2
8790,x,11003,2
9810,w,12275,2
1804,l,2293,2
8778,x,10988,2
36891,s,46118,2
21512,c,26923,2
36073,a,45126,2
21518,c,26935,2
9801,w,12266,2
15506,i,19349,2
8781,x,10991,2
36880,s,46107,2
21524,c,26947,2
41120,c,51441,2
21530,c,26953,2
15500,i,19343,2
21536,c,26959,2
9792,w,12257,2
1811,l,2300,2
21542,c,26965,2
14136,a,17651,2
21506,c,26917,2
154,m,210,2
21500,c,26911,2
21458,c,26857,2
8772,x,10979,2
41106,c,51413,2
21464,c,26863,2
9837,w,12320,2
36913,s,46140,2
21470,c,26869,2
8775,x,10985,2
23039,z,28969,2
36869,s,46085,2
14128,a,17635,2
1797,l,2286,2
9828,w,12311,2
15518,i,19373,2
21488,c,26893,2
14714,o,18373,2
36902,s,46129,2
21494,c,26899,2
9819,w,12293,2
15512,i,19355,2
21476,c,26881,2
9729,w,12194,2
21548,c,26971,2
14144,a,17659,2
21596,c,27025,2
36836,s,46052,2
21602,c,27031,2
41148,c,51469,2
9747,w,12212,2
21608,c,27037,2
36825,s,46041,2
15476,i,19313,2
21614,c,27043,2
145,m,201,2
14734,o,18393,2
21620,c,27055,2
9738,w,12203,2
14484,o,18073,2
14160,a,17675,2
1832,l,2321,2
36078,a,45131,2
21626,c,27061,2
21632,c,27073,2
15482,i,19319,2
1825,l,2314,2
8787,x,10997,2
2196,l,2755,2
8784,x,10994,2
21554,c,26977,2
36858,s,46074,2
21560,c,26989,2
15494,i,19337,2
14724,o,18383,2
9774,w,12239,2
1818,l,2307,2
41134,c,51455,2
9783,w,12248,2
21566,c,26995,2
21572,c,27001,2
21578,c,27007,2
9765,w,12230,2
36847,s,46063,2
14152,a,17667,2
21584,c,27013,2
21590,c,27019,2
9756,w,12221,2
23036,z,28963,2
15488,i,19325,2
9846,w,12329,2
21818,c,27313,2
21824,c,27325,2
22112,c,27766,2
9459,w,11879,2
36550,s,45711,2
14248,a,17771,2
41274,c,51623,2
22121,c,27775,2
15338,i,19157,2
22130,c,27793,2
1937,l,2440,2
9450,w,11870,2
22139,c,27802,2
15332,i,19151,2
36539,s,45700,2
22148,c,27811,2
36103,a,45156,2
22157,c,27820,2
9441,w,11852,2
36528,s,45689,2
8838,x,11075,2
22103,c,27757,2
8835,x,11069,2
14784,o,18443,2
15344,i,19163,2
23021,z,28948,2
1923,l,2426,2
22049,c,27685,2
9486,w,11924,2
14774,o,18433,2
14240,a,17763,2
22058,c,27703,2
36572,s,45733,2
22067,c,27712,2
109,m,156,2
41260,c,51609,2
22076,c,27721,2
8832,x,11066,2
2175,l,2727,2
15350,i,19169,2
22085,c,27739,2
1930,l,2433,2
22094,c,27748,2
9468,w,11906,2
36561,s,45722,2
9477,w,11915,2
22040,c,27676,2
22166,c,27847,2
22175,c,27856,2
36495,s,45645,2
22247,c,27964,2
15314,i,19133,2
22256,c,27973,2
15304,o,19123,2
9396,w,11789,2
1958,l,2468,2
22265,c,27982,2
22274,c,27991,2
36484,s,45634,2
8847,x,11087,2
22283,c,28000,2
9387,w,11780,2
41302,c,51651,2
22292,c,28009,2
36473,s,45623,2
23015,z,28942,2
22301,c,28018,2
9378,w,11771,2
9405,w,11798,2
8844,x,11084,2
22238,c,27928,2
14264,o,17813,2
23018,z,28945,2
9432,w,11843,2
1944,l,2454,2
8841,x,11081,2
22184,c,27865,2
22193,c,27874,2
36517,s,45678,2
9423,w,11834,2
15326,i,19145,2
14256,a,17779,2
14464,o,18053,2
22211,c,27892,2
36108,a,45161,2
15320,i,19139,2
22220,c,27901,2
9414,w,11816,2
1951,l,2461,2
36506,s,45667,2
41288,c,51637,2
22229,c,27910,2
22202,c,27883,2
36693,s,45887,2
15356,i,19175,2
9495,w,11933,2
21872,c,27391,2
9576,w,12032,2
36660,s,45854,2
15398,i,19223,2
21878,c,27397,2
41218,c,51567,2
21884,c,27403,2
9567,w,12023,2
8817,x,11051,2
1895,l,2398,2
21890,c,27409,2
15392,i,19217,2
21896,c,27433,2
14474,o,18063,2
36649,s,45843,2
9558,w,12005,2
14216,a,17739,2
21902,c,27439,2
8820,x,11054,2
2182,l,2734,2
36093,a,45146,2
21866,c,27385,2
36671,s,45865,2
14754,o,18413,2
14200,a,17723,2
21830,c,27337,2
9603,w,12059,2
1881,l,2384,2
15410,i,19235,2
28,m,48,2
21836,c,27343,2
8814,x,11042,2
21908,c,27451,2
21842,c,27349,2
36682,s,45876,2
15404,i,19229,2
21848,c,27367,2
127,m,174,2
21854,c,27373,2
9585,w,12041,2
1888,l,2391,2
14208,a,17731,2
21860,c,27379,2
9594,w,12050,2
36583,s,45755,2
36638,s,45821,2
21914,c,27457,2
21977,c,27568,2
36605,s,45788,2
36098,a,45151,2
21986,c,27577,2
9513,w,11951,2
15368,i,19193,2
118,m,165,2
14232,a,17755,2
21995,c,27586,2
1916,l,2419,2
22004,c,27604,2
8826,x,11060,2
9504,w,11942,2
36594,s,45777,2
22013,c,27622,2
8829,x,11063,2
22022,c,27631,2
22031,c,27649,2
15362,i,19187,2
41246,c,51595,2
9522,w,11969,2
41568,c,51987,2
21968,c,27559,2
9549,w,11996,2
15386,i,19211,2
1902,l,2405,2
21920,c,27463,2
41232,c,51581,2
21926,c,27499,2
15380,i,19205,2
9540,w,11987,2
36627,s,45810,2
23024,z,28951,2
21932,c,27505,2
